DIRECTORIO	FEX_C	REGION	DIA_REFERENCIA_2	clase	P424	P4030S1	P4030S1A1	P4030S5	P4030S3	P4030S4	P4030S4A1	P4030S2	P4020
2957969	562.453715044844	3	2	2	1	1	2	2	2	2		2	6
2957970	465.799570312748	3	2	2	1	1	2	2	2	2		2	6
2957971	730.70025291208	3	3	2	1	1	2	2	2	2		2	6
2957974	562.75824802069	2	4	1	2	1	2	1	1	1	3	1	3
2957977	88.4097904139978	1	2	2	1	1	1	2	2	2		2	7
2957978	99.8807938149028	1	3	2	1	1	1	2	2	2		2	7
2957979	99.8952719992179	1	3	2	1	2		2	2	2		2	7
2957980	116.904590740513	1	4	2	1	1	1	2	2	2		2	7
2957981	105.544592433087	1	2	2	1	2		2	2	2		2	7
2957982	87.1925289296253	1	2	2	1	1	1	2	2	2		2	7
2957983	53.707979251856	1	3	2	1	1	1	2	2	2		2	7
2957984	101.510410047093	1	4	2	1	1	1	2	2	2		2	7
2957985	306.487819876667	1	6	1	2	1	6	1	1	1	3	1	3
2957986	202.871127222276	1	7	1	2	1	6	1	1	1	3	1	3
2957987	114.407434589762	1	2	1	1	1	6	1	1	1	3	1	3
2957988	110.763018768887	1	2	1	2	1	6	1	1	1	3	1	3
2957989	121.697367803571	1	3	1	2	1	6	1	1	1	3	1	3
2957991	105.682137090622	1	5	1	2	1	6	1	1	1	3	1	3
2957992	195.878178845192	1	7	1	2	1	6	1	1	1	3	1	3
2957994	378.253269381681	1	1	1	2	1	6	1	1	1	3	1	1
2957995	81.4697894749918	1	2	1	2	1	6	1	1	1	3	1	3
2957996	141.408913289923	1	4	1	2	1	6	1	1	1	3	1	3
2957997	123.654113309062	1	5	1	2	1	6	1	1	1	3	1	3
2957998	94.8069829699961	1	5	1	2	1	6	1	1	1	3	1	3
2957999	302.041161272739	1	6	1	2	1	6	1	1	1	3	1	3
2958000	189.19598797258	1	5	1	1	1	1	1	2	1	3	1	7
2958001	325.152403335111	1	6	1	1	1	1	1	2	1	3	1	3
2958002	217.186580129818	1	7	1	1	1	1	1	2	1	3	1	6
2958003	435.117013193297	1	1	1	1	1	1	1	2	1	3	1	6
2958004	625.197892333334	1	3	1	2	1	1	1	2	1	3	1	6
2958005	932.82069547256	1	4	1	3	1	1	1	2	1	3	1	7
2958006	74.0194927123894	1	5	1	1	1	1	1	2	1	3	2	6
2958007	374.626156978628	1	6	1	1	1	1	1	2	1	3	2	7
2958008	294.685738825564	1	7	1	1	1	1	1	2	1	3	2	7
2958009	267.996693092416	1	1	1	1	1	1	1	2	1	3	2	6
2958010	426.779919735623	1	2	1	1	1	1	1	2	1	3	2	6
2958011	194.508156060146	4	5	1	2	1	2	1	1	1	2	1	3
2958012	194.627050856078	4	6	1	1	1	2	1	1	1	2	1	6
2958013	208.550667825496	4	6	1	2	1	2	1	1	1	2	1	3
2958014	386.696546584397	4	7	1	1	1	2	1	1	1	2	1	3
2958015	259.101930210701	4	5	1	2	1	2	1	1	1	2	1	3
2958016	416.090266082566	4	8	1	2	1	2	1	1	1	2	1	3
2958017	364.779164217788	4	8	1	2	1	2	1	1	1	2	1	3
2958018	305.842508488123	4	7	1	1	1	2	1	1	1	2	1	6
2958019	1693.37013739104	4	7	2	1	1	1	1	2	2		2	6
2958020	234.374462178455	4	5	1	2	1	2	1	1	1	2	1	3
2958022	194.627050856078	4	6	1	2	1	2	1	1	1	2	1	3
2958024	346.512375121367	4	7	1	2	1	2	1	1	1	2	1	3
2958025	1173.91567351424	4	8	2	1	1	1	1	1	2		2	6
2958026	328.777690819614	4	8	1	2	1	2	1	1	1	2	1	3
2958027	174.958318381522	4	5	1	2	1	2	1	1	1	2	1	3
2958028	195.36182986177	4	5	1	1	1	2	1	1	1	2	1	3
2958029	183.794213520202	4	6	1	2	1	2	1	1	1	2	1	3
2958030	328.777690819614	4	8	1	2	1	2	1	1	1	2	1	3
2958031	270.177936872843	4	2	1	2	1	2	1	1	1	2	1	3
2958032	244.9946261252	4	2	1	2	1	2	1	1	1	2	1	3
2958033	204.118038111776	4	4	1	1	1	3	1	1	1	2	1	3
2958034	121.183706411769	4	4	1	1	1	3	1	1	1	2	1	3
2958035	250.91252222755	4	5	1	2	1	3	1	1	1	2	1	3
2958036	276.250550767197	4	3	1	2	1	2	1	1	1	2	1	3
2958037	232.268425809624	4	3	1	2	1	2	1	1	1	2	1	3
2958038	280.186869212804	4	7	1	1	1	3	1	1	1	2	1	3
2958039	269.889099538877	4	1	1	1	1	3	1	1	1	2	1	3
2958040	474.297276371097	4	2	1	1	1	2	1	1	1	2	1	3
2958041	227.13805293494	4	3	1	1	1	2	1	1	1	2	1	4
2958042	286.757168260057	4	3	1	1	1	2	1	1	1	2	1	3
2958043	351.604466153734	4	4	1	1	1	2	1	1	1	2	1	3
2958044	359.966205748824	4	5	1	1	1	2	1	1	1	2	2	6
2958045	264.929205826523	4	5	1	1	1	2	1	1	1	2	1	6
2958046	194.158924082654	4	4	1	2	1	3	2	2	1	2	1	3
2958047	319.720110364588	4	2	1	1	1	2	1	1	1	2	1	3
2958049	135.303855018655	4	3	1	2	1	2	1	1	1	2	1	3
2958050	171.446654286508	4	4	1	2	1	2	1	1	1	2	2	3
2958051	214.006775659357	4	4	1	1	1	3	1	1	1	2	1	3
2958052	367.48897890156	4	3	1	2	1	2	1	1	1	2	1	3
2958053	280.186869212804	4	7	1	1	1	3	1	1	1	2	1	3
2958054	3168.48518382629	4	7	2	1	1	1	1	2	2		1	6
2958055	248.652491080102	4	7	1	1	1	3	1	1	1	2	1	3
2958056	248.175924714212	4	1	1	1	1	3	1	1	1	2	1	3
2958057	279.60547433646	4	2	1	1	1	2	1	1	1	2	1	3
2958058	367.465501701925	4	2	1	1	1	2	1	1	1	2	1	3
2958059	336.913289381529	4	3	1	1	1	2	1	1	1	2	1	3
2958060	397.652362347371	4	4	1	1	1	2	1	1	1	2	1	3
2958061	246.121117491159	4	4	1	1	1	2	1	1	1	2	1	3
2958062	403.587857975578	4	5	1	1	1	2	1	1	1	2	1	3
2958072	312.706519697615	4	7	1	1	1	2	1	1	1	2	1	6
2958073	235.529091718909	4	8	1	1	1	2	1	1	1	2	1	3
2958074	232.822377598925	4	2	1	1	1	2	1	1	1	2	2	3
2958075	283.716454216025	4	3	1	1	1	2	1	1	1	2	1	6
2958076	219.494486952892	4	4	1	3	1	2	1	1	1	2	1	6
2958077	205.76916947355	4	3	1	1	1	2	1	1	1	2	1	3
2958078	249.37710149063	4	5	1	2	1	2	1	1	1	2	1	3
2958079	520.520788354538	4	6	1	1	1	3	1	1	1	2	2	4
2958080	299.408896807595	4	2	1	2	1	2	1	1	1	2	1	6
2958081	265.040975915374	4	7	1	1	1	3	1	1	1	2	1	4
2958082	277.763127623995	4	1	1	1	1	3	1	1	1	2	1	3
2958083	254.813848462097	4	1	1	1	1	2	1	1	1	2	2	4
2958084	210.323459253056	4	2	1	1	1	2	1	1	1	2	1	3
2958085	180.009359093662	4	2	1	1	1	2	1	1	1	2	1	3
2958086	261.58280393576	4	3	1	1	1	2	1	1	1	2	1	3
2958087	341.367826170524	4	3	1	1	1	2	1	1	1	2	1	3
2958088	390.958422157402	4	4	1	1	1	2	1	1	1	2	2	6
2958089	171.496039509979	4	5	1	1	1	2	1	1	1	2	1	6
2958090	246.369876904592	4	5	1	1	1	2	1	1	1	2	1	6
2958091	193.778979341524	4	6	2	1	1	2	1	2	1	1	2	5
2958092	259.256491875082	4	6	2	1	1	2	2	2	1	1	2	6
2958093	259.256491875082	4	6	2	1	1	2	1	2	1	1	2	6
2958094	518.512983750164	4	7	2	1	1	2	1	2	1	1	2	6
2958095	230.559780883787	4	6	2	1	1	2	1	2	1	1	2	3
2958096	311.939131300161	4	6	2	1	1	2	1	2	1	1	2	6
2958097	388.278801978989	4	7	2	1	1	2	1	2	1	1	2	6
2958098	564.023589582352	4	7	2	1	1	2	1	2	1	1	2	6
2958101	257.185038216669	4	6	2	1	1	2	1	2	1	1	2	6
2958102	262.395142252033	4	6	2	1	1	2	1	2	1	1	2	3
2958103	194.139400989495	4	6	2	1	1	2	1	2	1	1	2	3
2958104	390.098446108716	4	7	2	1	1	2	1	2	1	1	2	3
2958105	982.515378160746	4	1	2	1	1	2	1	2	1	1	2	6
2958106	193.791082611689	3	3	1	2	1	2	1	1	1	3	1	3
2958107	241.967071471432	3	4	1	1	1	2	1	1	1	3	1	3
2958108	401.872155065414	3	5	1	1	1	3	1	1	1	3	1	3
2958110	567.421518989544	4	4	2	1	1	9	2	2	2		2	5
2958113	497.94918715239	4	2	2	1	1	9	2	2	2		2	6
2958114	530.190848719894	4	3	2	1	2		2	2	2		2	5
2958116	586.455211684346	4	5	2	1	2		2	2	2		2	5
2958117	589.216128930102	4	5	2	1	2		2	2	2		2	5
2958121	588.122243571864	4	5	2	1	1	9	2	2	2		2	5
2958123	91.3995828948166	4	2	1	2	1	1	2	2	1	3	2	3
2958124	137.211344818922	4	3	1	3	1	1	2	2	1	3	2	5
2958125	148.888356756913	4	3	1	3	1	1	2	2	1	3	2	6
2958126	108.141860891833	4	4	1	1	1	1	2	2	1	3	2	5
2958127	227.393126683286	4	6	1	2	1	1	2	2	1	3	2	6
2958128	159.533817416407	4	6	1	2	1	1	2	2	1	3	2	5
2958129	85.8894825153555	4	7	1	2	1	1	2	2	1	3	2	6
2958130	219.414420483872	4	7	1	2	1	1	2	2	1	3	2	6
2958131	160.885363375898	4	1	1	3	1	1	2	2	1	3	2	6
2958134	985.227022501368	4	7	2	1	1	9	2	2	2		2	5
2958138	907.087754832768	4	1	2	1	1	9	2	2	2		2	5
2958140	571.032561613288	4	4	2	1	1	9	2	2	2		2	5
2958143	815.906646381601	4	2	2	1	1	9	2	2	2		2	5
2958144	1027.45547278652	4	2	2	1	1	9	2	2	2		2	5
2958145	530.190848719894	4	3	2	1	2		2	2	2		2	5
2958146	731.701149157214	4	4	2	1	2		2	2	2		2	5
2958147	585.360919325771	4	5	2	1	2		2	2	2		2	5
2958148	592.660818700473	4	3	2	1	2		2	2	2		2	5
2958151	811.867667424859	4	5	2	1	1	9	2	2	2		2	5
2958153	106.155167819747	4	2	1	2	1	1	2	2	1	3	2	5
2958154	117.256644426725	4	2	1	3	1	1	2	2	1	3	2	5
2958155	133.758233119457	4	3	1	2	1	1	2	2	1	3	2	5
2958156	98.2432007601276	4	3	1	2	1	1	2	2	1	3	2	6
2958157	119.039011990913	4	4	1	3	1	1	2	2	1	3	2	6
2958159	210.918994117337	4	7	1	2	1	1	2	2	1	3	2	6
2958161	136.965489372902	4	1	1	3	1	1	2	2	1	3	2	5
2958162	589.216128930102	4	5	2	1	1	9	2	2	2		2	5
2958163	162.585461519592	4	1	1	3	1	1	2	2	1	3	2	5
2958164	210.59233900252	4	6	1	1	1	1	2	2	1	3	2	5
2958165	817.896979630935	4	6	2	1	1	9	2	2	2		2	5
2958168	708.274386033365	4	7	2	1	1	9	2	2	2		2	5
2958169	1100.99420643362	4	1	2	1	1	9	2	2	2		2	5
2958172	490.10186964322	4	4	2	1	1	9	2	2	2		2	5
2958174	649.483789681868	4	2	2	1	1	9	2	2	2		2	5
2958175	749.879141433605	4	3	2	1	2		2	2	2		2	5
2958177	663.767111895971	4	3	2	1	2		2	2	2		2	5
2958179	955.275661721155	4	4	2	1	2		2	2	2		2	5
2958182	588.122243571864	4	5	2	1	2		2	2	2		2	5
2958183	562.182440353062	4	4	2	1	1	9	2	2	2		2	5
2958184	176.956068520439	4	6	1	2	1	1	2	2	1	3	2	6
2958185	222.107909421049	4	6	1	2	1	1	2	2	1	3	2	6
2958186	238.111644242992	4	7	1	1	1	1	2	2	1	3	2	5
2958187	183.835931325841	4	7	1	1	1	1	2	2	1	3	2	5
2958188	152.887795753009	4	1	1	1	1	1	2	2	1	3	2	5
2958189	176.368392599066	4	1	1	2	1	1	2	2	1	3	2	5
2958190	109.625202456855	4	2	1	3	1	1	2	2	1	3	2	5
2958191	104.549608127729	4	3	1	2	1	1	2	2	1	3	2	5
2958192	160.813755910859	4	3	1	3	1	1	2	2	1	3	2	5
2958193	107.191609498621	4	4	1	3	1	1	2	2	1	3	2	6
2958194	675.713220782249	4	5	2	2	1	9	2	2	2		2	5
2958195	793.50229278762	4	6	2	3	1	9	2	2	2		2	5
2958196	695.687827066249	4	7	2	1	1	9	2	2	2		2	6
2958198	879.04293197034	4	7	2	1	1	9	2	2	2		2	5
2958199	988.798999409506	4	1	2	1	1	9	2	2	2		2	5
2958202	665.919046234372	4	4	2	1	1	9	2	2	2		2	5
2958205	592.660818700473	4	3	2	1	2		2	2	2		2	5
2958207	537.553549953195	4	3	2	1	2		2	2	2		2	5
2958208	1069.88777904284	4	4	2	1	2		2	2	2		2	5
2958211	764.220529376924	4	5	2	1	2		2	2	2		2	5
2958213	805.779555706928	4	4	2	1	1	9	2	2	2		2	5
2958214	209.559144814354	4	6	1	3	1	1	2	2	1	3	2	6
2958215	200.319738339631	4	6	1	1	1	1	2	2	1	3	2	5
2958216	219.414420483872	4	7	1	1	1	1	2	2	1	3	2	6
2958218	147.766063651147	4	1	1	2	1	1	2	2	1	3	2	5
2958219	134.169258945278	4	1	1	1	1	1	2	2	1	3	2	5
2958220	98.9657714304949	4	2	1	3	1	1	2	2	1	2	2	5
2958221	91.7828913607003	4	2	1	3	1	1	2	2	1	2	2	5
2958222	130.912384673558	4	3	1	1	1	1	1	1	1	3	2	6
2958223	95.4294787109137	4	4	1	3	1	1	2	2	1	3	2	3
2958224	586.455211684346	4	5	2	1	1	9	2	2	2		2	5
2958225	79.752144090772	4	4	1	1	1	1	2	2	1	3	2	6
2958226	421.447235605408	4	6	2	1	1	9	2	2	2		2	5
2958227	784.875138279005	4	7	2	1	1	9	2	2	2		2	5
2958230	680.697931753241	4	1	2	1	1	9	2	2	2		2	6
2958232	863.625622635356	4	2	2	1	1	9	2	2	2		2	5
2958233	114.271696470855	1	7	1	1	1	2	1	1	1	3	1	3
2958234	108.638321867022	1	7	1	2	1	2	1	1	1	3	1	6
2958235	110.775303545999	1	8	1	1	1	2	1	1	1	2	1	3
2958236	141.628993016329	1	2	1	2	1	2	1	1	1	3	1	3
2958237	299.244027703525	1	3	1	1	1	2	1	1	1	3	1	3
2958238	166.27372280856	1	7	1	1	1	1	2	1	1	3	1	6
2958239	102.2823225415	1	1	1	1	1	1	2	1	1	3	1	6
2958240	118.958924333478	1	2	1	1	1	1	2	1	1	3	1	6
2958241	84.6317551189992	1	3	1	1	1	1	1	2	2		2	6
2958242	120.27853090848	1	4	1	1	1	1	2	1	1	3	1	6
2958243	69.0109346372133	1	5	1	2	1	1	1	1	1	3	1	3
2958244	410.988704114465	1	6	1	1	1	1	1	1	1	3	1	3
2958245	203.862322233207	1	7	1	1	1	1	1	1	1	3	1	6
2958246	217.643759654404	1	7	1	1	1	1	1	1	1	3	1	6
2958247	91.4614796403443	1	2	1	1	1	2	1	1	1	3	1	6
2958248	117.722121265502	1	5	1	1	1	3	1	1	1	3	1	6
2958249	98.9283257638672	1	7	1	1	1	2	1	1	1	3	1	3
2958250	90.8629653909358	1	8	1	1	1	2	1	1	1	3	1	3
2958251	81.7143456705351	1	8	1	1	1	2	1	1	1	3	1	3
2958252	143.679762165792	1	2	1	2	1	2	1	1	1	3	1	3
2958253	138.197276903247	1	7	1	3	1	2	1	1	1	3	1	6
2958255	275.87970122621	1	6	1	1	1	1	2	1	1	3	2	6
2958258	143.454811345095	1	1	1	1	1	1	2	1	1	3	2	6
2958260	97.4256789856694	1	2	1	1	1	1	2	2	1	3	1	6
2958261	95.2537459840696	1	5	1	2	1	1	1	1	1	3	1	3
2958262	130.273670248119	1	5	1	2	1	1	1	1	1	3	1	3
2958263	374.076172227179	1	6	1	1	1	1	1	1	1	3	1	3
2958265	270.326261290488	1	7	1	2	1	1	1	1	1	3	1	6
2958266	176.667772797323	1	2	1	1	1	2	1	1	1	3	1	6
2958267	207.02793377285	2	6	2	2	1	3	1	1	1	2	2	3
2958268	336.887440080827	2	6	2	2	1	3	1	1	1	2	2	3
2958269	460.075122022071	2	7	2	2	1	3	1	1	1	2	2	3
2958270	440.524540250267	2	7	2	2	1	3	1	1	1	2	2	3
2958271	259.08755215082	2	1	2	2	1	3	1	1	1	2	1	3
2958272	221.737073567633	2	1	2	2	1	3	1	1	1	2	2	3
2958273	291.493024582668	2	2	2	1	1	2	1	1	1	2	2	3
2958274	251.051820369489	2	2	2	2	1	2	1	1	1	2	1	6
2958275	315.099561439301	2	4	2	2	1	2	1	1	1	2	1	6
2958276	397.429736996146	2	4	2	2	1	2	1	1	1	2	2	6
2958277	210.152798576543	2	5	2	2	1	2	1	1	1	2	1	6
2958278	1033.2061755114	2	6	1	2	1	1	1	1	1	2	1	3
2958279	353.615515278994	2	7	1	2	1	1	1	1	1	2	1	3
2958280	304.877810983172	2	7	1	1	1	1	1	1	1	2	1	3
2958281	342.784196999257	2	1	1	1	1	1	1	1	1	2	1	3
2958282	612.924098062013	2	3	1	1	1	2	1	1	1	2	1	6
2958283	846.232582800089	2	3	1	1	1	2	1	1	1	2	1	3
2958284	759.445471867027	2	4	1	1	1	2	1	1	1	2	1	6
2958285	1650.31551059594	2	5	1	1	1	2	1	1	1	2	1	6
2958286	202.670653356903	2	6	2	2	1	3	1	1	1	2	2	3
2958287	347.949417502367	2	6	2	2	1	3	1	1	1	2	2	3
2958288	312.112806169631	2	7	2	2	1	3	1	1	1	2	2	3
2958289	294.082248890477	2	1	2	2	1	3	1	1	1	2	2	6
2958290	386.912949860353	2	2	2	1	1	2	1	1	1	2	1	3
2958291	308.755371512392	2	2	2	1	1	2	1	1	1	2	1	6
2958292	236.449095583054	2	4	2	2	1	2	1	1	1	2	1	6
2958293	270.819563258019	2	4	2	2	1	2	1	1	1	2	1	4
2958294	160.746442937152	2	5	2	1	1	2	1	1	1	2	1	6
2958295	120.623306732225	2	5	2	2	1	2	1	1	1	2	1	3
2958296	1485.32632327759	2	6	1	1	1	1	1	1	1	2	1	6
2958298	388.725202139592	2	1	1	1	1	1	1	1	1	2	1	3
2958299	764.704972121237	2	3	1	1	1	2	1	1	1	2	1	6
2958300	755.447266114065	2	4	1	1	1	2	1	1	1	2	2	6
2958301	816.098760169393	2	4	1	1	1	2	1	1	1	2	1	3
2958302	637.361488010408	2	5	2	1	1	1	2	2	2		2	6
2958303	407.021482510704	2	6	2	1	1	2	2	2	2		1	6
2958304	190.609678163768	2	6	2	1	1	2	2	2	2		2	6
2958305	361.657193783532	2	1	2	1	1	1	2	2	2		2	3
2958306	364.90532430221	2	2	2	1	1	2	2	2	2		2	6
2958307	262.767109435535	2	3	2	1	1	2	1	2	2		2	6
2958308	202.941993309804	2	3	2	1	1	2	2	2	2		2	5
2958309	273.897906922121	2	4	2	1	1	1	2	2	2		2	5
2958310	270.085338376544	2	6	2	1	1	2	2	2	2		2	6
2958311	158.933481030948	2	7	2	1	1	2	2	2	2		2	6
2958312	503.267654202583	2	1	1	2	1	3	1	1	1	2	1	3
2958313	764.704972121237	2	2	1	1	1	3	1	1	1	2	1	5
2958314	954.727981336496	2	4	1	1	1	3	1	1	1	2	1	5
2958316	1305.84455999717	2	5	1	2	1	3	1	1	1	2	1	5
2958317	937.65061549297	2	5	2	1	1	2	2	1	2		2	3
2958318	319.500636726018	2	6	2	1	1	2	1	1	1	3	2	6
2958319	215.114233539948	2	6	2	1	1	2	2	2	2		2	3
2958320	388.50557043854	2	1	2	1	1	2	2	1	2		2	6
2958321	251.051820369489	2	2	2	1	1	1	1	2	2		2	6
2958322	286.087535011805	2	3	2	1	1	1	1	1	2		2	3
2958323	307.327317584408	2	4	2	1	1	2	1	1	2		2	5
2958325	190.339963225246	2	7	2	1	1	2	1	1	2		2	3
2958326	210.238676297449	2	7	2	1	1	2	1	1	2		2	3
2958327	331.745168076064	2	1	1	2	1	3	1	1	1	2	2	6
2958328	846.232582800089	2	2	1	2	1	3	1	1	1	2	1	3
2958329	889.780488704943	2	2	1	2	1	3	1	1	1	2	1	3
2958330	1090.46768623052	2	4	1	1	1	3	1	1	1	2	2	5
2958331	1450.82308162605	2	2	1	1	1	3	1	1	1	2	1	3
2958332	81.5498548092565	2	4	1	1	1	1	1	1	1	3	1	6
2958333	87.3097804203698	2	5	1	1	1	1	1	1	1	3	2	6
2958334	231.970414556257	2	6	1	1	1	1	1	1	1	3	1	6
2958335	76.1501691823623	2	7	1	1	1	1	1	1	1	3	1	6
2958336	73.9238604038797	2	1	1	1	1	1	1	1	1	3	1	6
2958337	157.689670715483	2	2	1	1	1	1	1	1	1	3	1	6
2958338	197.497671963998	2	4	1	1	1	1	1	1	1	3	1	6
2958339	79.8871797858124	2	2	1	2	1	2	1	1	1	3	1	4
2958340	99.985182782987	2	2	1	1	1	2	1	1	1	3	1	4
2958341	50.9189326774305	2	4	1	1	1	1	1	1	1	3	1	6
2958342	130.406812565073	2	5	1	1	1	1	1	1	1	3	1	4
2958343	207.879752668159	2	6	1	1	1	1	1	1	1	3	1	4
2958344	50.6546928012211	2	7	1	1	1	1	1	1	1	3	1	4
2958345	117.472287971931	2	1	1	1	1	1	1	1	1	3	1	4
2958346	143.201508416792	2	2	1	1	1	1	1	1	1	3	1	6
2958347	251.262555533974	2	5	1	1	1	1	1	1	1	3	1	4
2958348	257.787301564642	2	3	1	2	1	6	1	1	1	2	1	3
2958351	113.709593335048	4	1	1	1	1	2	1	1	1	3	1	3
2958352	52.389357660348	4	2	1	1	1	2	1	1	1	3	1	3
2958353	87.0113539156238	4	3	1	1	1	2	1	1	1	3	1	7
2958354	342.606327810352	4	5	1	1	1	2	1	1	1	3	2	3
2958355	70.3234950301744	4	1	1	1	1	2	1	1	1	3	1	3
2958356	104.486710386095	4	2	1	1	1	2	1	1	1	3	1	6
2958357	96.0778813426552	4	4	1	1	1	2	1	1	1	3	1	6
2958358	460.411273858767	4	5	1	1	1	2	1	1	1	3	1	3
2958359	84.5103230353235	4	1	1	1	1	2	1	1	1	3	2	6
2958360	113.14222590674	4	3	1	1	1	2	1	1	1	3	2	7
2958361	94.8745479621463	4	4	1	1	1	1	1	1	1	3	1	3
2958362	313.851791571042	4	5	1	1	1	2	1	1	1	3	1	3
2958363	91.8802312515432	4	1	1	1	1	2	1	1	1	3	1	3
2958364	86.0092682508425	4	2	1	1	1	2	1	1	1	3	2	3
2958365	72.9345730241004	4	3	1	1	1	2	2	2	1	3	1	6
2958366	116.04609396045	4	4	1	1	1	2	1	1	1	3	2	7
2958367	517.812247890388	1	5	1	1	1	3	1	1	1	1	2	6
2958368	407.627352369963	1	3	1	2	1	1	1	1	1	2	2	6
2958369	329.657672339443	1	3	1	1	1	1	1	1	2		1	6
2958370	325.470178832636	1	4	1	1	1	1	1	1	2		2	6
2958371	382.90390283494	1	4	1	1	1	1	1	1	2		2	6
2958372	381.432056279567	1	5	1	1	1	1	1	1	1	1	1	6
2958373	310.892131620911	1	5	1	2	1	1	1	1	2		2	6
2958374	283.675873464958	1	5	1	1	1	1	1	1	2		1	6
2958376	501.027190093902	1	7	2	1	1	1	1	2	2		2	7
2958377	191.837784697248	1	1	2	1	1	1	1	1	2		1	6
2958378	700.719674825983	1	6	1	2	1	3	1	1	1	1	2	6
2958379	343.692894644633	1	1	2	1	1	1	1	2	2		2	6
2958380	205.600933431809	1	2	2	1	1	1	1	2	2		2	6
2958381	127.730466949876	1	2	2	1	1	1	1	2	2		2	7
2958382	145.625720943831	1	3	2	1	2		2	2	2		2	6
2958383	223.240945677789	1	3	2	3	2		2	2	2		2	6
2958386	329.053073349269	1	7	1	1	1	2	1	1	1	1	1	6
2958387	333.984416668731	1	7	1	1	1	3	1	1	1	1	1	3
2958388	273.825924971227	1	7	1	1	1	3	2	1	1	1	1	3
2958389	359.059867444323	1	1	1	1	1	2	1	1	2		2	6
2958390	357.111895096819	1	1	1	2	1	1	1	1	1	2	2	6
2958391	241.214705898017	1	2	1	1	1	1	1	1	1	1	1	6
2958392	196.689347895716	1	2	1	1	1	2	1	1	1	1	1	6
2958393	419.213607446895	1	5	1	1	1	2	1	1	1	1	1	6
2958394	371.403023031618	1	4	1	1	1	1	1	1	2		2	7
2958395	539.738644193414	1	4	1	1	1	1	1	2	2		2	7
2958396	201.948891889632	1	5	1	1	1	1	1	1	2		1	6
2958397	228.188270809356	1	5	1	1	1	1	1	1	2		1	6
2958398	463.643913885395	1	5	1	1	1	2	1	1	2		1	6
2958399	347.427283746924	1	6	2	1	1	1	1	1	2		2	6
2958400	418.229696593927	1	7	2	1	1	1	1	1	2		2	6
2958401	333.959310383297	1	1	2	1	1	1	1	2	2		2	6
2958402	257.398857229372	1	1	2	1	1	1	1	2	2		2	6
2958403	166.196872852866	1	2	2	1	1	1	1	2	2		2	6
2958404	329.62157371358	1	6	1	1	1	3	1	1	1	1	1	3
2958405	169.199997789467	1	2	2	2	1	1	1	2	2		2	6
2958406	158.704212227373	1	2	2	1	1	1	1	2	2		2	6
2958407	131.944310736467	1	3	2	3	2		2	2	2		2	6
2958409	462.649810854943	1	7	1	1	1	3	1	1	2		1	3
2958410	322.687706515544	1	7	1	1	1	2	1	1	2		1	6
2958411	336.662338254338	1	1	1	1	1	3	1	1	1	1	1	6
2958412	308.953894435416	1	1	1	2	1	1	1	1	1	2	2	6
2958413	308.953894435416	1	1	1	1	1	2	1	1	1	2	1	6
2958414	274.139399118578	1	2	1	1	1	2	1	1	1	1	1	3
2958415	422.009934607181	1	3	1	2	1	2	2	1	2		1	6
2958416	277.743819098044	1	3	1	1	1	3	1	1	1	1	1	3
2958417	339.81132304957	1	5	1	1	1	2	1	1	2		1	3
2958418	508.216664518032	1	4	1	1	1	1	1	1	2		2	7
2958419	381.432056279567	1	5	1	1	1	2	1	1	2		1	3
2958420	314.82183373116	1	5	1	1	1	2	1	1	2		1	6
2958421	248.279508030283	1	6	2	1	1	1	1	1	2		2	6
2958422	336.588854363114	1	1	2	1	1	1	1	1	2		2	6
2958424	162.351847053242	1	2	2	1	1	1	2	2	2		2	6
2958425	195.723951035197	1	2	2	1	1	1	1	2	2		2	6
2958426	139.306214099078	1	3	2	1	2		2	2	2		2	7
2958427	213.325313972132	1	4	2	1	2		2	2	2		2	7
2958430	279.80797419264	1	7	1	1	1	3	1	1	2		1	3
2958431	290.425978240335	1	7	1	1	1	1	1	1	2		2	7
2958432	332.241133898958	1	1	1	1	1	2	1	1	2		1	3
2958433	259.361857763889	1	1	1	1	1	2	1	1	2		1	6
2958434	281.646247623865	1	2	1	1	1	2	1	1	2		1	6
2958435	334.730117536773	1	3	1	2	1	3	1	1	2		1	6
2958436	262.028906900889	1	3	1	1	1	2	1	1	2		1	3
2958437	338.677151268253	1	4	1	1	1	1	2	2	2		2	6
2958438	422.433371310292	1	5	1	1	1	1	2	1	2		1	6
2958439	301.565129426201	1	3	1	2	1	1	1	1	1	1	2	6
2958440	355.056028372968	1	4	1	1	1	1	1	1	2		2	7
2958441	437.674385238896	1	4	1	1	1	1	1	2	2		2	7
2958442	287.914023007567	1	5	1	1	1	1	1	1	2		1	3
2958443	343.15546858552	1	5	1	1	1	1	1	1	2		1	6
2958444	350.670887205598	1	5	1	1	1	1	1	1	2		2	6
2958445	116.639172480037	1	6	2	1	1	1	1	2	2		2	6
2958446	453.468139461299	1	7	2	1	1	1	1	1	2		2	6
2958447	278.355012014475	1	1	2	1	1	1	1	1	2		2	6
2958448	244.856123269615	1	1	2	1	1	1	1	1	2		2	6
2958449	558.629754257277	1	6	1	1	1	1	1	1	1	1	1	6
2958450	238.34234287547	1	2	2	1	1	1	2	2	2		2	6
2958451	196.81902677207	1	2	2	1	1	1	1	2	2		2	6
2958452	173.917937739276	1	3	2	3	2		2	2	2		2	6
2958453	231.376413843826	1	4	2	1	2		2	2	2		2	6
